City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
276,Novyy Urengoy,RU,2021-06-11 07:35:08,66.0833,76.6333,54.19,76,100,16.75
277,Gorontalo,ID,2021-06-11 07:39:12,0.5412,123.0595,85.68,69,42,4.92
278,Aqtobe,KZ,2021-06-11 07:39:12,50.2797,57.2072,82.49,24,40,13.42
279,Adrar,MR,2021-06-11 07:39:12,20.5022,-10.0711,94.21,13,7,9.93
280,Shingu,JP,2021-06-11 07:39:13,33.7333,135.9833,78.91,80,100,4.74
281,Dharchula,IN,2021-06-11 07:39:13,29.85,80.5333,85.3,62,63,4.83
282,Mahajanga,MG,2021-06-11 07:39:14,-15.7167,46.3167,82.42,44,0,10.36
283,Opuwo,NA,2021-06-11 07:39:14,-18.0607,13.84,66.58,26,0,11.41
284,Longkou,CN,2021-06-11 07:39:14,37.6508,120.3286,74.12,69,28,2.57
285,Tazovskiy,RU,2021-06-11 07:39:15,67.4667,78.7,45.46,85,100,10.36
286,Vila Franca Do Campo,PT,2021-06-11 07:39:16,37.7167,-25.4333,63.01,84,28,2.21
287,Camocim,BR,2021-06-11 07:34:21,-2.9022,-40.8411,73.74,92,71,10.36
288,Buala,SB,2021-06-11 07:39:16,-8.145,159.5921,80.69,84,62,10.25
289,Brigantine,US,2021-06-11 07:39:17,39.4101,-74.3646,66.25,87,90,10.36
290,Ahipara,NZ,2021-06-11 07:39:17,-35.1667,173.1667,58.86,91,100,6.96
291,Katherine,AU,2021-06-11 07:39:17,-14.4667,132.2667,82.72,20,94,5.75
292,Mosquera,CO,2021-06-11 07:39:18,4.7059,-74.2302,50.09,100,88,3.44
293,Gold Coast,AU,2021-06-11 07:38:08,-28.0,153.4333,60.87,70,99,4.0
