City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
272,Moron,AR,2021-06-14 05:26:13,-34.6534,-58.6198,58.91,90,3,5.37
273,Asyut,EG,2021-06-14 05:26:04,27.181,31.1837,77.18,35,3,14.76
274,Leningradskiy,RU,2021-06-14 05:26:13,69.3833,178.4167,38.64,80,4,14.36
275,Yelatma,RU,2021-06-14 05:26:14,54.9675,41.7508,67.12,80,18,3.58
276,Iquitos,PE,2021-06-14 05:26:14,-3.7481,-73.2472,73.44,100,75,0.0
277,Puerto Colombia,CO,2021-06-14 05:26:14,10.9878,-74.9547,80.69,81,62,1.66
278,Whitehorse,CA,2021-06-14 05:26:15,60.7161,-135.0538,58.01,62,75,5.99
279,San Patricio,US,2021-06-14 05:26:15,28.017,-97.5169,81.86,86,2,7.9
280,Lasa,IT,2021-06-14 05:26:16,46.6166,10.7002,63.86,66,3,3.85
281,Russell,US,2021-06-14 05:26:16,32.3502,-85.1999,75.96,93,1,0.0
282,Galle,LK,2021-06-14 05:26:17,6.0367,80.217,82.35,77,99,16.46
283,Vrangel,RU,2021-06-14 05:22:56,42.7297,133.0839,58.01,84,100,13.67
284,Ergani,TR,2021-06-14 05:26:17,38.2653,39.7621,72.95,31,0,3.04
285,Bandarbeyla,SO,2021-06-14 05:26:18,9.4942,50.8122,84.78,56,99,27.11
286,Barra Patuca,HN,2021-06-14 05:26:18,15.8,-84.2833,79.99,83,100,9.62
287,Benalla,AU,2021-06-14 05:26:19,-36.55,145.9833,57.85,71,100,2.26
288,Hamilton,US,2021-06-14 05:26:19,39.1834,-84.5333,70.0,81,1,0.0
289,Maroantsetra,MG,2021-06-14 05:26:20,-15.4333,49.7333,70.99,89,18,2.3
290,Portland,US,2021-06-14 05:23:26,45.5234,-122.6762,63.25,93,90,1.01
291,Praia Da Vitoria,PT,2021-06-14 05:26:20,38.7333,-27.0667,68.25,83,40,1.23
292,Airai,TL,2021-06-14 05:26:21,-8.9266,125.4092,75.22,47,61,3.4
